t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
0.76,15.19999999995877,2.535217368547928e-05,5.763963854913599e-06,2.1494865041062654e-05,3.301992064983938e-05,3.301992064983938e-05,5.282112450502207e-06,2.9712554317494976e-06,0.00042989730082125305
0.77,15.399999999955321,2.652671292544548e-05,5.982680369288702e-06,2.224593418501225e-05,3.4136065281579994e-05,3.4136065281579994e-05,5.60652000855154e-06,3.14462065709157e-06,0.000444918683700245
0.78,15.599999999951606,2.774576455512443e-05,6.209177396870132e-06,2.305078839268602e-05,3.529183652243485e-05,3.529183652243485e-05,5.949850933379917e-06,3.3278438319143073e-06,0.0004610157678537204
0.79,15.799999999947605,2.9010939413268067e-05,6.444007030583016e-06,2.3912266658025977e-05,3.648835956436978e-05,3.648835956436978e-05,6.3128659865523275e-06,3.5213165889198618e-06,0.00047824533316051954
0.8,15.999999999943295,3.0323961629331893e-05,6.68775024934545e-06,2.4833306856069055e-05,3.7726711951715685e-05,3.7726711951715685e-05,6.069122767789894e-06,3.411828503412104e-06,0.0004966661371213811
0.81,16.19999999993865,3.168663289435915e-05,6.940394853396093e-06,2.569274904933261e-05,3.9040863052551245e-05,3.904086305255125e-05,6.443716977742494e-06,3.6122671193967595e-06,0.0005138549809866523
0.8200000000000001,16.39999999993365,3.3100713412945064e-05,7.201946723336365e-06,2.661455215721077e-05,4.040231660571498e-05,4.040231660571498e-05,6.840243147406508e-06,3.824144739760404e-06,0.0005322910431442155
0.8300000000000001,16.59999999992827,3.456804810309588e-05,7.473045999838323e-06,2.7602011500111018e-05,4.181246322904103e-05,4.181246322904102e-05,7.259577268993209e-06,4.047913266787015e-06,0.0005520402300022203
0.84,16.79999999992247,3.6090613244366036e-05,7.754366347241282e-06,2.865853611201989e-05,4.3272641711338894e-05,4.3272641711338894e-05,7.70263632866052e-06,4.2840445814436486e-06,0.0005731707222403978
0.85,16.99999999991623,3.7670523298201474e-05,8.046616119084007e-06,2.97876544009119e-05,4.4784132192653014e-05,4.478413219265302e-05,7.410386556817795e-06,4.153034600335428e-06,0.000595753088018238
