t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
0.86,17.19999999979517,6.283126028852753e-05,1.2571417168320764e-05,5.086887741851986e-05,2.2866794590130063e-05,2.2866794590130063e-05,3.645579767692432e-06,7.291182402179454e-06,0.0010173775483703971
0.87,17.39999999977871,6.539704246618494e-05,1.3089538432903955e-05,5.2749107850225264e-05,2.3664015795987703e-05,2.3664015795987703e-05,3.924818482154504e-06,7.849660628324804e-06,0.0010549821570045052
0.88,17.59999999976087,6.806839074643111e-05,1.3627384773288372e-05,5.481327942078635e-05,2.447919516043149e-05,2.4479195160431493e-05,4.223534764801163e-06,8.447094008797487e-06,0.001096265588415727
0.89,17.79999999974153,7.08494380334716e-05,1.4186854722266585e-05,5.707317712634893e-05,2.5312216404045285e-05,2.5312216404045285e-05,4.541757290894357e-06,9.083539894005117e-06,0.0011414635425269785
0.9,17.999999999720572,7.374470865250109e-05,1.476996360585035e-05,5.9540375316783446e-05,2.6162668187544237e-05,2.6162668187544237e-05,3.958648407310591e-06,7.91732297728937e-06,0.001190807506335669
0.91,18.199999999697855,7.675889716256585e-05,1.537518242607188e-05,6.149686686725614e-05,2.707837093104247e-05,2.707837093104247e-05,4.274273845927861e-06,8.548574770226653e-06,0.0012299373373451227
0.92,18.399999999673245,7.989615669622141e-05,1.6001025939427907e-05,6.366460974863475e-05,2.8015920252985812e-05,2.8015920252985812e-05,4.614547680302524e-06,9.229123376525302e-06,0.0012732921949726952
0.93,18.599999999646595,8.316082858216722e-05,1.664968361384678e-05,6.605894375040714e-05,2.897572468952965e-05,2.897572468952965e-05,4.979506002345633e-06,9.959040980415956e-06,0.0013211788750081429
0.9400000000000001,18.799999999617743,8.655770729030013e-05,1.732349693475899e-05,6.86949335007491e-05,2.9957856382507634e-05,2.9957856382507634e-05,5.369142264193914e-06,1.073831448624421e-05,0.001373898670014982
0.9500000000000001,18.99999999958651,9.009207055056493e-05,1.8024956511389268e-05,7.158734014198624e-05,3.096202096184517e-05,3.096202096184517e-05,4.667682687563637e-06,9.335396337148235e-06,0.0014317468028397246
0.96,19.1999999995527,9.37694128260019e-05,1.8752265608146777e-05,7.386688048333048e-05,3.204635309624385e-05,3.2046353096243844e-05,5.0561064484173995e-06,1.0112244943187895e-05,0.0014773376096666095
